country,year,gdp_per_person_engaged_constant_1990_us_at_ppp
lva,1982,16667
lva,1983,16867
lva,1984,17261
lva,1985,16838
lva,1986,17174
lva,1987,16999
lva,1988,17709
lva,1989,18747
lva,1990,18868
lva,1991,16631
lva,1992,12188
lva,1993,11597
lva,1994,13188
lva,1995,14633
lva,1996,15292
lva,1997,15938
lva,1998,16989
lva,1999,17671
lva,2000,19112
lva,2001,20235
lva,2002,21073
lva,2003,22455
lva,2004,24165
lva,2005,26212
lva,2006,29344
lva,2007,31033
lva,2008,30304
lva,2009,30361
lva,2010,31593
lva,2011,32679
lva,2012,33770
lva,2013,34405
lva,2014,35699
lva,2015,36541
ltu,1980,15430
ltu,1981,15956
ltu,1982,16556
ltu,1983,16617
ltu,1984,16707
ltu,1985,16080
ltu,1986,16555
ltu,1987,16749
ltu,1988,18028
ltu,1989,17835
ltu,1990,17278
ltu,1991,15907
ltu,1992,12805
ltu,1993,11195
ltu,1994,10720
ltu,1995,12736
ltu,1996,13280
ltu,1997,14274
ltu,1998,15483
ltu,1999,15669
ltu,2000,16960
ltu,2001,18811
ltu,2002,19396
ltu,2003,20924
ltu,2004,22714
ltu,2005,24301
ltu,2006,26183
ltu,2007,28505
ltu,2008,29644
ltu,2009,27355
ltu,2010,29353
ltu,2011,31000
ltu,2012,31629
ltu,2013,32230
ltu,2014,32521
ltu,2015,33110
lux,1980,35854
lux,1981,36105
lux,1982,36039
lux,1983,37231
lux,1984,39313
lux,1985,40081
lux,1986,42189
lux,1987,42025
lux,1988,45037
lux,1989,47828
lux,1990,46885
lux,1991,48984
lux,1992,48536
lux,1993,49685
lux,1994,50233
lux,1995,49629
lux,1996,49129
lux,1997,50493
lux,1998,51469
lux,1999,53147
lux,2000,54599
lux,2001,52678
lux,2002,52870
lux,2003,52530
lux,2004,53847
lux,2005,54555
lux,2006,55122
lux,2007,56204
lux,2008,53908
lux,2009,50498
lux,2010,52150
lux,2011,51978
lux,2012,50662
lux,2013,50668
lux,2014,50450
lux,2015,50499
mkd,1980,11282
mkd,1981,11008
mkd,1982,10743
mkd,1983,10161
mkd,1984,10231
mkd,1985,9905
mkd,1986,10232
mkd,1987,9650
mkd,1988,9374
mkd,1989,9565
mkd,1990,8720
mkd,1991,8427
mkd,1992,8251
mkd,1993,8075
mkd,1994,8366
mkd,1995,9147
mkd,1996,9690
mkd,1997,10385
mkd,1998,10376
mkd,1999,10892
mkd,2000,11353
mkd,2001,11077
mkd,2002,10827
mkd,2003,11118
mkd,2004,12450
mkd,2005,12383
mkd,2006,12432
mkd,2007,12815
mkd,2008,12464
mkd,2009,11827
mkd,2010,12625
mkd,2011,12794
mkd,2012,12595
mkd,2013,12691
mkd,2014,12953
mkd,2015,13334
mdg,1980,2512
mdg,1981,2236
mdg,1982,2139
mdg,1983,2102
mdg,1984,1973
mdg,1985,1967
mdg,1986,1930
mdg,1987,1922
mdg,1988,1903
mdg,1989,1929
mdg,1990,1952
mdg,1991,1770
mdg,1992,1739
mdg,1993,1716
mdg,1994,1672
mdg,1995,1642
mdg,1996,1627
mdg,1997,1634
mdg,1998,1650
mdg,1999,1679
mdg,2000,1709
mdg,2001,1785
mdg,2002,1519
mdg,2003,1627
mdg,2004,1638
mdg,2005,1640
mdg,2006,1678
mdg,2007,1719
mdg,2008,1775
mdg,2009,1649
mdg,2010,1576
mdg,2011,1547
mdg,2012,1541
mdg,2013,1523
mdg,2014,1521
mdg,2015,1556
mwi,1980,1517
mwi,1981,1404
mwi,1982,1371
mwi,1983,1361
mwi,1984,1384
mwi,1985,1440
mwi,1986,1383
mwi,1987,1381
mwi,1988,1333
mwi,1989,1327
mwi,1990,1329
mwi,1991,1393
mwi,1992,1267
mwi,1993,1410
mwi,1994,1241
mwi,1995,1344
mwi,1996,1452
mwi,1997,1467
mwi,1998,1483
mwi,1999,1486
mwi,2000,1504
mwi,2001,1425
mwi,2002,1444
mwi,2003,1521
mwi,2004,1546
mwi,2005,1548
mwi,2006,1611
mwi,2007,1687
mwi,2008,1719
mwi,2009,1761
mwi,2010,1770
mwi,2011,1769
mwi,2012,1748
mwi,2013,1785
mwi,2014,1829
mwi,2015,1882
mys,1980,11565
mys,1981,11411
mys,1982,12013
mys,1983,12232
mys,1984,12901
mys,1985,12573
mys,1986,12493
mys,1987,12636
mys,1988,13324
mys,1989,13988
mys,1990,14583
mys,1991,15556
mys,1992,16418
mys,1993,17141
mys,1994,18087
mys,1995,19789
mys,1996,19613
mys,1997,20597
mys,1998,19019
mys,1999,19612
mys,2000,20269
mys,2001,20182
mys,2002,20835
mys,2003,21267
mys,2004,22443
mys,2005,23477
mys,2006,24202
mys,2007,25043
mys,2008,25939
mys,2009,24997
mys,2010,24403
mys,2011,24808
mys,2012,25257
mys,2013,25075
mys,2014,25905
mys,2015,26500
mli,1980,2450
mli,1981,2329
mli,1982,2159
mli,1983,2218
mli,1984,2277
mli,1985,2291
mli,1986,2396
mli,1987,2402
mli,1988,2359
mli,1989,2557
mli,1990,2534
mli,1991,2371
mli,1992,2513
mli,1993,2590
mli,1994,2529
mli,1995,2602
mli,1996,2584
mli,1997,2667
mli,1998,2761
mli,1999,2795
mli,2000,2589
mli,2001,2773
mli,2002,2771
mli,2003,2856
mli,2004,2796
mli,2005,2842
mli,2006,2865
mli,2007,3279
mli,2008,3348
mli,2009,3402
mli,2010,3501
mli,2011,3508
mli,2012,3425
mli,2013,3405
mli,2014,3545
mli,2015,3646
mlt,1980,17106
mlt,1981,17740
mlt,1982,18889
mlt,1983,18754
mlt,1984,18817
mlt,1985,19053
mlt,1986,19378
mlt,1987,18984
mlt,1988,20067
mlt,1989,21513
mlt,1990,22683
mlt,1991,23500
mlt,1992,24356
mlt,1993,25320
mlt,1994,26430
mlt,1995,26926
mlt,1996,27514
mlt,1997,28883
mlt,1998,30426
mlt,1999,31651
mlt,2000,34207
mlt,2001,33819
mlt,2002,34732
mlt,2003,35752
mlt,2004,35779
mlt,2005,36668
mlt,2006,36792
mlt,2007,37420
mlt,2008,37713
mlt,2009,36771
mlt,2010,37437
mlt,2011,37244
mlt,2012,37329
mlt,2013,36798
mlt,2014,36571
mlt,2015,36607
mex,1980,21248
mex,1981,22358
mex,1982,21471
mex,1983,20460
mex,1984,20337
mex,1985,19920
mex,1986,18579
mex,1987,18282
mex,1988,17881
mex,1989,17963
mex,1990,18228
mex,1991,18417
mex,1992,18433
mex,1993,18144
mex,1994,18304
mex,1995,17325
mex,1996,17499
mex,1997,17666
mex,1998,18080
mex,1999,18546
mex,2000,19337
mex,2001,19285
mex,2002,18992
mex,2003,19099
mex,2004,19241
mex,2005,19708
mex,2006,19998
mex,2007,20304
mex,2008,20125
mex,2009,19382
mex,2010,18843
mex,2011,19444
mex,2012,19338
mex,2013,19429
mex,2014,19549
mex,2015,19779
mda,1980,11203
mda,1981,11660
mda,1982,12356
mda,1983,12820
mda,1984,13089
mda,1985,11774
mda,1986,12541
mda,1987,12517
mda,1988,12686
mda,1989,13473
mda,1990,13108
mda,1991,10819
mda,1992,7756
mda,1993,9307
mda,1994,6456
mda,1995,6398
mda,1996,6069
mda,1997,6221
mda,1998,5828
mda,1999,6184
mda,2000,6227
mda,2001,6678
mda,2002,7170
mda,2003,8483
mda,2004,9387
mda,2005,10071
mda,2006,11068
mda,2007,11492
mda,2008,12355
mda,2009,12269
mda,2010,13611
mda,2011,14165
mda,2012,14388
mda,2013,15315
mda,2014,15613
mda,2015,15577
mar,1980,9132
mar,1981,9853
mar,1982,9213
mar,1983,9575
mar,1984,9819
mar,1985,9593
mar,1986,9039
mar,1987,9899
mar,1988,9551
mar,1989,9583
mar,1990,9975
mar,1991,9811
mar,1992,11107
mar,1993,11252
mar,1994,10492
mar,1995,11675
mar,1996,10663
mar,1997,11370
mar,1998,11020
mar,1999,11399
mar,2000,11663
mar,2001,11478
mar,2002,11516
mar,2003,11192
mar,2004,11192
mar,2005,11640
mar,2006,11364
mar,2007,12060
mar,2008,11768
mar,2009,11083
mar,2010,11368
mar,2011,11343
mar,2012,11678
mar,2013,12059
mar,2014,12234
mar,2015,12563
moz,1980,2907
moz,1981,2958
moz,1982,2874
moz,1983,2666
moz,1984,2591
moz,1985,2355
moz,1986,2388
moz,1987,2471
moz,1988,2610
moz,1989,2713
moz,1990,2751
moz,1991,2818
moz,1992,2607
moz,1993,2691
moz,1994,2621
moz,1995,2498
moz,1996,3052
moz,1997,3290
moz,1998,3560
moz,1999,3735
moz,2000,3707
moz,2001,4081
moz,2002,4352
moz,2003,4550
moz,2004,4826
moz,2005,5160
moz,2006,5573
moz,2007,5883
moz,2008,6111
moz,2009,6386
moz,2010,6709
moz,2011,7056
moz,2012,7386
moz,2013,7755
moz,2014,8128
moz,2015,8578
mmr,1980,1986
mmr,1981,2048
mmr,1982,2114
mmr,1983,2141
mmr,1984,2196
mmr,1985,2212
mmr,1986,2141
mmr,1987,2007
mmr,1988,1749
mmr,1989,1787
mmr,1990,1938
mmr,1991,1894
mmr,1992,2018
mmr,1993,2082
mmr,1994,2174
mmr,1995,2260
mmr,1996,2337
mmr,1997,2401
mmr,1998,2481
mmr,1999,2652
mmr,2000,2933
mmr,2001,3197
mmr,2002,3506
mmr,2003,3911
mmr,2004,4363
mmr,2005,4868
mmr,2006,5412
mmr,2007,5965
mmr,2008,6505
mmr,2009,7069
mmr,2010,7662
mmr,2011,7951
mmr,2012,8420
mmr,2013,8915
mmr,2014,9457
mmr,2015,10102
nld,1980,34333
nld,1981,34312
nld,1982,34428
nld,1983,35330
nld,1984,36196
nld,1985,36624
nld,1986,36767
nld,1987,36505
nld,1988,36794
nld,1989,37509
nld,1990,37895
nld,1991,38088
nld,1992,38200
nld,1993,38519
nld,1994,39386
nld,1995,39720
nld,1996,40095
nld,1997,40461
nld,1998,41262
nld,1999,41928
nld,2000,42975
nld,2001,42849
nld,2002,42545
nld,2003,42897
nld,2004,44211
nld,2005,44903
nld,2006,45634
nld,2007,46184
nld,2008,46388
nld,2009,45243
nld,2010,46040
nld,2011,46405
nld,2012,45886
nld,2013,46140
nld,2014,46666
nld,2015,47176
nzl,1980,25070
nzl,1981,26736
nzl,1982,26982
nzl,1983,27797
nzl,1984,28924
nzl,1985,28211
nzl,1986,28517
nzl,1987,29091
nzl,1988,29082
nzl,1989,30758
nzl,1990,31135
nzl,1991,30648
nzl,1992,31168
nzl,1993,33020
nzl,1994,34165
nzl,1995,34068
nzl,1996,34161
nzl,1997,34553
nzl,1998,34340
nzl,1999,34904
nzl,2000,35759
nzl,2001,36105
nzl,2002,36942
nzl,2003,37572
nzl,2004,38065
nzl,2005,37711
nzl,2006,37388
nzl,2007,38146
nzl,2008,37176
nzl,2009,37117
nzl,2010,37814
nzl,2011,37809
nzl,2012,38660
nzl,2013,39108
nzl,2014,39018
nzl,2015,39488
ner,1980,2416
ner,1981,2400
ner,1982,2327
ner,1983,2242
ner,1984,1829
ner,1985,1826
ner,1986,1875
ner,1987,1775
ner,1988,1840
ner,1989,1777
ner,1990,1680
ner,1991,1623
ner,1992,1563
ner,1993,1514
ner,1994,1492
ner,1995,1477
ner,1996,1486
ner,1997,1432
ner,1998,1547
ner,1999,1498
ner,2000,1401
ner,2001,1448
ner,2002,1467
ner,2003,1464
ner,2004,1401
ner,2005,1453
ner,2006,1488
ner,2007,1485
ner,2008,1575
ner,2009,1514
ner,2010,1588
ner,2011,1572
ner,2012,1691
ner,2013,1704
ner,2014,1764
ner,2015,1814
nga,1980,3491
nga,1981,3073
nga,1982,3008
nga,1983,2901
nga,1984,2900
nga,1985,3135
nga,1986,3180
nga,1987,3077
nga,1988,3254
nga,1989,3382
nga,1990,3468
nga,1991,3380
nga,1992,3381
nga,1993,3342
nga,1994,3300
nga,1995,3301
nga,1996,3343
nga,1997,3338
nga,1998,3318
nga,1999,3203
nga,2000,3390
nga,2001,3524
nga,2002,4171
nga,2003,4580
nga,2004,4724
nga,2005,4898
nga,2006,5036
nga,2007,5192
nga,2008,5361
nga,2009,5588
nga,2010,5868
nga,2011,6116
nga,2012,6213
nga,2013,6381
nga,2014,6620
nga,2015,6800
nor,1980,31603
nor,1981,31505
nor,1982,31554
nor,1983,32767
nor,1984,34440
nor,1985,35254
nor,1986,35362
nor,1987,35367
nor,1988,35550
nor,1989,36944
nor,1990,38044
nor,1991,39622
nor,1992,41119
nor,1993,41979
nor,1994,43507
nor,1995,44395
nor,1996,45700
nor,1997,46754
nor,1998,46742
nor,1999,47249
nor,2000,48469
nor,2001,49309
nor,2002,49826
nor,2003,50894
nor,2004,52567
nor,2005,53259
nor,2006,52743
nor,2007,52125
nor,2008,50686
nor,2009,50093
nor,2010,50667
nor,2011,50399
nor,2012,50743
nor,2013,50498
nor,2014,51063
nor,2015,51520
omn,1980,13930
omn,1981,15718
omn,1982,16902
omn,1983,19015
omn,1984,21398
omn,1985,23515
omn,1986,23159
omn,1987,24113
omn,1988,23941
omn,1989,24050
omn,1990,23198
omn,1991,22766
omn,1992,22746
omn,1993,22228
omn,1994,21637
omn,1995,21655
omn,1996,21579
omn,1997,22536
omn,1998,22935
omn,1999,22541
omn,2000,23389
omn,2001,24344
omn,2002,23528
omn,2003,22211
omn,2004,21775
omn,2005,21465
omn,2006,21647
omn,2007,21567
omn,2008,22093
omn,2009,21875
omn,2010,21304
omn,2011,19930
omn,2012,19639
omn,2013,19385
omn,2014,19006
omn,2015,19122
pak,1980,4191
pak,1981,4416
pak,1982,4638
pak,1983,4834
pak,1984,4916
pak,1985,5225
pak,1986,5543
pak,1987,5501
pak,1988,5791
pak,1989,5912
pak,1990,5929
pak,1991,6550
pak,1992,6609
pak,1993,6615
pak,1994,6736
pak,1995,7038
pak,1996,7071
pak,1997,6782
pak,1998,6651
pak,1999,6762
pak,2000,7064
pak,2001,7123
pak,2002,7326
pak,2003,7428
pak,2004,7578
pak,2005,7951
pak,2006,7648
pak,2007,7668
pak,2008,7593
pak,2009,7465
pak,2010,7443
pak,2011,7578
pak,2012,7721
pak,2013,8028
pak,2014,8198
pak,2015,8298
per,1980,14485
per,1981,14567
per,1982,14132
per,1983,11652
per,1984,11770
per,1985,11725
per,1986,11883
per,1987,12425
per,1988,11340
per,1989,9726
per,1990,8969
per,1991,8635
per,1992,8583
per,1993,8689
per,1994,9307
per,1995,9507
per,1996,9414
per,1997,9805
per,1998,9357
per,1999,9239
per,2000,9061
per,2001,8993
per,2002,9282
per,2003,9454
per,2004,9702
per,2005,10092
per,2006,10483
per,2007,11111
per,2008,11857
per,2009,11715
per,2010,12403
per,2011,12881
per,2012,13425
per,2013,13858
per,2014,14043
per,2015,14356
phl,1980,7611
phl,1981,7542
phl,1982,7713
phl,1983,7426
phl,1984,6694
phl,1985,6258
phl,1986,6231
phl,1987,6109
phl,1988,6164
phl,1989,6336
phl,1990,6439
phl,1991,6205
phl,1992,6021
phl,1993,5976
phl,1994,6076
phl,1995,6200
phl,1996,6198
phl,1997,6395
phl,1998,6314
phl,1999,6477
phl,2000,6909
phl,2001,6694
phl,2002,6729
phl,2003,6931
phl,2004,7168
phl,2005,7346
phl,2006,7655
phl,2007,7937
phl,2008,8138
phl,2009,8004
phl,2010,8377
phl,2011,8418
phl,2012,8893
phl,2013,9448
phl,2014,9981
phl,2015,10381
pol,1980,12289
pol,1981,11577
pol,1982,11758
pol,1983,12372
pol,1984,12796
pol,1985,12820
pol,1986,13189
pol,1987,13054
pol,1988,13433
pol,1989,13240
pol,1990,12489
pol,1991,12338
pol,1992,12779
pol,1993,13521
pol,1994,14453
pol,1995,15325
pol,1996,15963
pol,1997,16566
pol,1998,17104
pol,1999,18057
pol,2000,19347
pol,2001,20032
pol,2002,21077
pol,2003,22085
pol,2004,22959
pol,2005,23272
pol,2006,23951
pol,2007,24572
pol,2008,24600
pol,2009,25156
pol,2010,26798
pol,2011,27916
pol,2012,28375
pol,2013,28870
pol,2014,29326
pol,2015,30025
prt,1980,20199
prt,1981,20429
prt,1982,20876
prt,1983,19921
prt,1984,19596
prt,1985,20239
prt,1986,21039
prt,1987,21809
prt,1988,22843
prt,1989,23487
prt,1990,23982
prt,1991,24307
prt,1992,24352
prt,1993,24349
prt,1994,24613
prt,1995,25811
prt,1996,26273
prt,1997,26735
prt,1998,27252
prt,1999,27881
prt,2000,28313
prt,2001,28367
prt,2002,28475
prt,2003,28484
prt,2004,29206
prt,2005,29566
prt,2006,29907
prt,2007,30648
prt,2008,30597
prt,2009,30517
prt,2010,31546
prt,2011,31583
prt,2012,31837
prt,2013,32334
prt,2014,32176
prt,2015,32623
qat,1980,63068
qat,1981,49549
qat,1982,36875
qat,1983,30380
qat,1984,27208
qat,1985,22292
qat,1986,17313
qat,1987,16208
qat,1988,15101
qat,1989,14010
qat,1990,12862
qat,1991,12131
qat,1992,12959
qat,1993,12263
qat,1994,11998
qat,1995,11941
qat,1996,12211
qat,1997,15462
qat,1998,16388
qat,1999,16449
qat,2000,17120
qat,2001,17004
qat,2002,17544
qat,2003,17242
qat,2004,17881
qat,2005,15328
qat,2006,15673
qat,2007,15386
qat,2008,15553
qat,2009,15346
qat,2010,16113
qat,2011,16846
qat,2012,16898
qat,2013,17221
qat,2014,17620
qat,2015,18133
rou,1980,7467
rou,1981,7406
rou,1982,7374
rou,1983,7293
rou,1984,7551
rou,1985,7476
rou,1986,7548
rou,1987,7364
rou,1988,7249
rou,1989,6641
rou,1990,6052
rou,1991,5097
rou,1992,4798
rou,1993,5063
rou,1994,5289
rou,1995,5976
rou,1996,6418
rou,1997,6057
rou,1998,6115
rou,1999,6166
rou,2000,6363
rou,2001,6791
rou,2002,7951
rou,2003,8394
rou,2004,9250
rou,2005,9784
rou,2006,10501
rou,2007,11181
rou,2008,12125
rou,2009,11495
rou,2010,11434
rou,2011,11649
rou,2012,12316
rou,2013,12814
rou,2014,13047
rou,2015,13359
rus,1980,15802
rus,1981,15899
rus,1982,15883
rus,1983,16160
rus,1984,15965
rus,1985,16352
rus,1986,16692
rus,1987,16643
rus,1988,16875
rus,1989,16977
rus,1990,16624
rus,1991,16100
rus,1992,14112
rus,1993,13104
rus,1994,11832
rus,1995,11695
rus,1996,11364
rus,1997,11750
rus,1998,11307
rus,1999,11169
rus,2000,11889
rus,2001,12485
rus,2002,12776
rus,2003,13754
rus,2004,14557
rus,2005,15282
rus,2006,16363
rus,2007,17328
rus,2008,18136
rus,2009,17123
rus,2010,17761
rus,2011,18275
rus,2012,18723
rus,2013,19010
rus,2014,19091
rus,2015,18481
lca,1980,5259
lca,1981,5327
lca,1982,5415
lca,1983,5641
lca,1984,5943
lca,1985,6297
lca,1986,7261
lca,1987,7376
lca,1988,8345
lca,1989,8894
lca,1990,9086
lca,1991,8913
lca,1992,9394
lca,1993,9292
lca,1994,9500
lca,1995,8980
lca,1996,9376
lca,1997,9901
lca,1998,10428
lca,1999,10062
lca,2000,9470
lca,2001,9101
lca,2002,9080
lca,2003,9497
lca,2004,10533
lca,2005,9803
lca,2006,10297
lca,2007,9757
lca,2008,10267
lca,2009,10507
lca,2010,10573
lca,2011,10595
lca,2012,10304
lca,2013,10155
lca,2014,9938
lca,2015,10022
sau,1980,53307
sau,1981,54017
sau,1982,51558
sau,1983,43207
sau,1984,40523
sau,1985,35501
sau,1986,31304
sau,1987,30751
sau,1988,29797
sau,1989,28988
sau,1990,31028
sau,1991,33261
sau,1992,32830
sau,1993,31740
sau,1994,30702
sau,1995,30213
sau,1996,30942
sau,1997,31519
sau,1998,32272
sau,1999,30940
sau,2000,31066
sau,2001,30288
sau,2002,29255
sau,2003,30175
sau,2004,31474
sau,2005,32400
sau,2006,33150
sau,2007,33789
sau,2008,35384
sau,2009,35250
sau,2010,36695
sau,2011,38782
sau,2012,39788
sau,2013,38518
sau,2014,38812
sau,2015,39335
sen,1980,4554
sen,1981,4317
sen,1982,4701
sen,1983,4646
sen,1984,4248
sen,1985,4223
sen,1986,4206
sen,1987,4129
sen,1988,4127
sen,1989,3860
sen,1990,3856
sen,1991,3667
sen,1992,3694
sen,1993,3592
sen,1994,3660
sen,1995,3750
sen,1996,3889
sen,1997,3929
sen,1998,4020
